gate_index,x1_m,y1_m,z1_m,x2_m,y2_m,z2_m
1,5.55111512312578E-16,2.25,0,5.55111512312578E-16,-2.25,0
2,8.26906334511256,-0.308550416744225,0,8.26906334511256,-4.80855041674423,0
3,19.6397354806636,-1.64528072489919,0,19.6397354806636,-6.14528072489919,0
4,29.0258929970249,-3.75205370654739,0,29.0258929970249,-8.25205370654739,0
5,36.8239843471732,3.05687692514072,0,36.8239843471732,10.0568769251407,0
6,58.3697392465751,2.77296347378238,0,58.4492298871288,-4.22658517152785,0
7,66.8595008488475,10.0492696848332,0,72.0462920638882,0,0
8,83.3681272655403,3.05685861861676,0,83.2886366249866,10.056407263927,0
9,108.366515284505,3.34075376345113,0,108.446005925059,-3.65879488185911,0
10,124.270796110329,0,0,118.532908328691,12.2872505060164,0
11,138.265085961152,7.00454092424033,0,138.265085961152,11.5045409242403,0
12,145.431325569714,-4.80855041674423,0,145.431325569714,-9.30855041674423,0
13,159.476141482418,-7.62984500676818,0,152.376721006832,1.50715163547998,0
14,165.457529407341,1.50715163547998,0,165.457529407341,8.50715163547998,0
15,180.093636562205,3.34075376345113,0,175.717281474515,-6.64120791977773,0
16,189.015962931262,-3.0986749076388,0,189.015962931262,-7.5986749076388,0
17,189.015962931262,3.34075376345113,0,196.72378589543,-6.64120791977773,0
18,196.72378589543,0.852039534058321,0,196.72378589543,5.35203953405832,0
19,206.246173938973,-4.80855041674423,0,206.246173938973,-9.30855041674423,0
20,224.926963127214,-6.64120791977773,0,218.022047322191,5.3823347009935,0
21,235.350157792818,3.34075376345113,0,235.187031044525,10.3388527670371,0
22,245.347442083655,3.57379197529924,0,245.510568831949,-3.42430702828674,0
23,255.344726374493,3.80683018714735,0,255.181599626199,10.8049291907333,0
24,271.30375999403,7.00454092424033,0,268.937540250819,-5.38207944775327,0
25,283.959270406672,0.184973172159895,0,283.727426174699,-6.81118636376413,0
26,291.462327814534,8.67339124404258,0,298.469978592508,-5.38207944775327,0
27,306.946651738994,-0.576800732895301,0,307.178495970968,6.41935880302872,0
28,329.934033071316,-1.33857463795051,0,329.702188839343,-8.33473417387454,0
29,342.420981763314,3.34075376345113,0,342.420981763314,7.84075376345113,0
30,358.922041326485,3.34075376345113,0,358.922041326485,7.84075376345113,0
31,371.873282773502,-4.80855041674423,0,370.807715071142,-9.18057117054751,0
32,384.676431267911,-6.64120791977773,0,384.676431267911,-11.1412079197777,0
33,393.017115246219,-11.2216495426197,0,388.530226018117,-0.732802100494816,0
34,399.31281682708,-7.62984500676818,0,394.03683276788,1.83061828301572,0
35,403.743692527921,-2.15365588333945,0,403.017641631948,2.2873856720231,0
36,419.903591287207,-2.25,0,419.903591287207,4.75,0
37,426.361028800157,-13.7748059491389,0,433.361028800157,-13.7748059491389,0
38,419.903591287207,-23.5868409914009,0,423.822212499044,-29.3872209615533,0
39,405.244033233291,-24.7390264489053,0,405.244033233291,-29.2390264489053,0
40,392.774972877724,-24.7390264489053,0,392.774972877724,-20.2390264489053,0
41,375.85729273223,-25.4596208101062,0,375.85729273223,-29.9596208101062,0
42,348.549769160427,-22.5350574483146,0,348.549769160427,-15.5350574483146,0
43,322.549769160427,-22.728443468395,0,322.549769160427,-29.728443468395,0
44,296.549769160427,-22.9218294884754,0,296.549769160427,-15.9218294884754,0
45,278.882797598796,-23.5868409914009,0,278.947911060687,-30.5865381446412,0
46,267.983269174465,-23.6882319534877,0,267.918155712574,-16.6885348002474,0
47,257.083740750134,-23.7896229155745,0,257.148854212024,-30.7893200688148,0
48,246.184212325802,-23.8910138776613,0,246.119098863912,-16.891316724421,0
49,211.754591590153,-27.9774719947178,0,211.754591590153,-34.9774719947178,0
50,187.78178497382,-24.7390264489053,0,187.78178497382,-17.7390264489053,0
51,174.707830546852,-26.9987632602747,0,174.707830546852,-33.9987632602747,0
52,163.831330760567,-23.8910138776613,0,163.831330760567,-16.8910138776613,0
53,147.41868066361,-25.4596208101062,0,147.41868066361,-32.4596208101062,0
54,113.864763277386,-24.7390264489053,0,113.864763277386,-20.2390264489053,0
55,85.5292990870313,-28.943412376529,0,85.5292990870313,-33.443412376529,0
56,45.7343238487853,-26.3731665616507,0,45.7343238487853,-30.8731665616507,0
