Loaded guess DOFs from: out_less_gates_twist_windowed_test1/opt_dofs_2026-08-23_01-07-13.npy (195 values)
Loaded endurance_tracks/Michigan-2019-endurance_gates.csv: 141 gates

===== Windowed sweep (window=6, step=5) =====


Obj funtion: (1.0045639480234971, 0.0046714121778776985)   (rho_normalized calls: 777) 


Obj funtion: (1.0045639480652175, 0.004671412137862818)   (rho_normalized calls: 777) 


Obj funtion: (1.004563948052997, 0.004671412178452794)   (rho_normalized calls: 777) 


Obj funtion: (1.0045639480702697, 0.004671412182491785)   (rho_normalized calls: 777) 


Obj funtion: (1.004563948038641, 0.004671412183196999)   (rho_normalized calls: 777) 


Obj funtion: (1.0045639480379345, 0.004671412184689361)   (rho_normalized calls: 777) 


Obj funtion: (1.0045639480469197, 0.004671412183430146)   (rho_normalized calls: 777) 


Obj funtion: (1.0045639480450435, 0.004671412171812994)   (rho_normalized calls: 777) 


Obj funtion: (0.9951403778073844, 0.0060283416074305984)   (rho_normalized calls: 735) 


Obj funtion: (0.9951403788034656, 0.006028341409711313)   (rho_normalized calls: 735) 


Obj funtion: (0.9951403777446097, 0.006028341568405593)   (rho_normalized calls: 735) 


Obj funtion: (0.9951403781565712, 0.006028341731967979)   (rho_normalized calls: 735) 


Obj funtion: (0.9951403776164722, 0.0060283417975222076)   (rho_normalized calls: 735) 


Obj funtion: (0.9951403826963262, 0.006028341348358501)   (rho_normalized calls: 735) 


Obj funtion: (0.9951403889929359, 0.006028340587897696)   (rho_normalized calls: 735) 


Obj funtion: (0.9951403778248062, 0.006028341603773302)   (rho_normalized calls: 735) 


Obj funtion: (0.9951403777528856, 0.0060283416045285865)   (rho_normalized calls: 735) 


Obj funtion: (0.9951403777985174, 0.006028341607494658)   (rho_normalized calls: 735) 


Obj funtion: (0.9951403778669187, 0.006028341621466038)   (rho_normalized calls: 735) 


Obj funtion: (0.9951403776338491, 0.006028341673574356)   (rho_normalized calls: 735) 


Obj funtion: (0.9951403778041359, 0.006028341550547767)   (rho_normalized calls: 735) 


Obj funtion: (0.9951403779248493, 0.006028341614830901)   (rho_normalized calls: 735) 


Obj funtion: (0.9951403778475099, 0.006028341601498788)   (rho_normalized calls: 735) 


Obj funtion: (0.9951403777456432, 0.0060283416131503564)   (rho_normalized calls: 735) 


Obj funtion: (0.9951403777668674, 0.0060283416179094385)   (rho_normalized calls: 735) 


Obj funtion: (0.9951403777671174, 0.00602834167701416)   (rho_normalized calls: 735) 


Obj funtion: (0.9951403777953496, 0.006028341446587815)   (rho_normalized calls: 735) 


Obj funtion: (0.9951403778145504, 0.006028341599668918)   (rho_normalized calls: 735) 


Obj funtion: (0.9951403778122248, 0.006028341607785093)   (rho_normalized calls: 735) 


Obj funtion: (0.995140377806589, 0.006028341607438925)   (rho_normalized calls: 735) 


Obj funtion: (0.9951403778152655, 0.006028341606521326)   (rho_normalized calls: 735) 


Obj funtion: (0.9951403777973263, 0.006028341573044993)   (rho_normalized calls: 735) 


Obj funtion: (0.9951403778372641, 0.006028341458926834)   (rho_normalized calls: 735) 


Obj funtion: (0.9951403778292565, 0.006028341590913477)   (rho_normalized calls: 735) 


Obj funtion: (0.9951403778368104, 0.006028341608154242)   (rho_normalized calls: 735) 


Obj funtion: (0.9951403778206883, 0.00602834160814314)   (rho_normalized calls: 735) 


Obj funtion: (0.9951403778078037, 0.006028341616846622)   (rho_normalized calls: 735) 


Obj funtion: (0.9951403778191273, 0.006028341609622623)   (rho_normalized calls: 735) 


Obj funtion: (0.9951403778193316, 0.0060283415677993)   (rho_normalized calls: 735) 


Obj funtion: (0.9936785556542895, 0.006230321183644083)   (rho_normalized calls: 777) 


Obj funtion: (0.9936785561725066, 0.006230321023827257)   (rho_normalized calls: 777) 


Obj funtion: (0.993678555559572, 0.0062303211581589135)   (rho_normalized calls: 777) 


Obj funtion: (0.9936785556812259, 0.006230321546823903)   (rho_normalized calls: 777) 


Obj funtion: (0.9936785554624542, 0.00623032149354974)   (rho_normalized calls: 777) 


Obj funtion: (0.9936785606007656, 0.006230320889866969)   (rho_normalized calls: 777) 


Obj funtion: (0.9936785668504244, 0.006230320012644008)   (rho_normalized calls: 777) 


Obj funtion: (0.9936785556638608, 0.006230321181053156)   (rho_normalized calls: 777) 


Obj funtion: (0.9936785555983552, 0.0062303211799227265)   (rho_normalized calls: 777) 


Obj funtion: (0.9936785556403839, 0.0062303211814761505)   (rho_normalized calls: 777) 


Obj funtion: (0.9936785557133393, 0.006230321198509969)   (rho_normalized calls: 777) 


Obj funtion: (0.993678555488436, 0.006230321258763438)   (rho_normalized calls: 777) 


Obj funtion: (0.9936785556582869, 0.006230321114903403)   (rho_normalized calls: 777) 


Obj funtion: (0.9936785557419678, 0.006230321196562749)   (rho_normalized calls: 777) 


Obj funtion: (0.9936785556865095, 0.006230321174262032)   (rho_normalized calls: 777) 


Obj funtion: (0.9936785556219692, 0.006230321193006594)   (rho_normalized calls: 777) 


Obj funtion: (0.9936785556237927, 0.006230321199135691)   (rho_normalized calls: 777) 


Obj funtion: (0.9936785556120685, 0.006230321263723582)   (rho_normalized calls: 777) 


Obj funtion: (0.9936785556413142, 0.0062303209973684215)   (rho_normalized calls: 777) 


Obj funtion: (0.9936785556604595, 0.006230321175807241)   (rho_normalized calls: 777) 


Obj funtion: (0.9936785556595213, 0.006230321183232079)   (rho_normalized calls: 777) 


Obj funtion: (0.9936785556538991, 0.006230321184704346)   (rho_normalized calls: 777) 


Obj funtion: (0.9936785556621824, 0.006230321182796095)   (rho_normalized calls: 777) 


Obj funtion: (0.993678555644076, 0.006230321143577355)   (rho_normalized calls: 777) 


Obj funtion: (0.9936785556841992, 0.006230321013484752)   (rho_normalized calls: 777) 


Obj funtion: (0.9936785556731371, 0.0062303211672049)   (rho_normalized calls: 777) 


Obj funtion: (0.9936785556850889, 0.00623032117945832)   (rho_normalized calls: 777) 


Obj funtion: (0.9936785556656947, 0.006230321181151188)   (rho_normalized calls: 777) 


Obj funtion: (0.9936785556547655, 0.0062303211933485425)   (rho_normalized calls: 777) 


Obj funtion: (0.9936785556660225, 0.006230321185993093)   (rho_normalized calls: 777) 


Obj funtion: (0.9936785556657041, 0.006230321139606643)   (rho_normalized calls: 777) 


Obj funtion: (0.9928474244160127, 0.006665650020170388)   (rho_normalized calls: 735) 


Obj funtion: (0.9928474243963298, 0.006665649824490361)   (rho_normalized calls: 735) 


Obj funtion: (0.9928474242412254, 0.0066656499887648435)   (rho_normalized calls: 735) 


Obj funtion: (0.9928474243975418, 0.006665650517992172)   (rho_normalized calls: 735) 


Obj funtion: (0.9928474243114808, 0.006665650445712656)   (rho_normalized calls: 735) 


Obj funtion: (0.9928474293700541, 0.0066656496139390065)   (rho_normalized calls: 735) 


Obj funtion: (0.9928474356122409, 0.006665648453521689)   (rho_normalized calls: 735) 


Obj funtion: (0.9928474244165136, 0.006665650018305436)   (rho_normalized calls: 735) 


Obj funtion: (0.9928474243548736, 0.00666565001482522)   (rho_normalized calls: 735) 


Obj funtion: (0.9928474243989629, 0.00666565001754682)   (rho_normalized calls: 735) 


Obj funtion: (0.9928474244745663, 0.006665650038763404)   (rho_normalized calls: 735) 


Obj funtion: (0.9928474242520808, 0.0066656501205181184)   (rho_normalized calls: 735) 


Obj funtion: (0.9928474244237476, 0.006665649928110806)   (rho_normalized calls: 735) 


Obj funtion: (0.9928474244728517, 0.006665650037032567)   (rho_normalized calls: 735) 


Obj funtion: (0.9928474244239943, 0.006665650009037183)   (rho_normalized calls: 735) 


Obj funtion: (0.9928474243973309, 0.006665650034503368)   (rho_normalized calls: 735) 


Obj funtion: (0.992847424391604, 0.006665650041894011)   (rho_normalized calls: 735) 


Obj funtion: (0.9928474243728878, 0.006665650130646572)   (rho_normalized calls: 735) 


Obj funtion: (0.9928474244026526, 0.006665649772480298)   (rho_normalized calls: 735) 


Obj funtion: (0.9928474244208519, 0.0066656500113801975)   (rho_normalized calls: 735) 


Obj funtion: (0.9928474244215016, 0.006665650019764935)   (rho_normalized calls: 735) 


Obj funtion: (0.9928474244157139, 0.006665650021593139)   (rho_normalized calls: 735) 


Obj funtion: (0.9928474244239691, 0.006665650019013203)   (rho_normalized calls: 735) 


Obj funtion: (0.9928474244058725, 0.0066656499647860246)   (rho_normalized calls: 735) 


Obj funtion: (0.9928474244459244, 0.006665649795035922)   (rho_normalized calls: 735) 


Obj funtion: (0.9928474244311646, 0.006665650001795975)   (rho_normalized calls: 735) 


Obj funtion: (0.9928474244485072, 0.006665650015630575)   (rho_normalized calls: 735) 


Obj funtion: (0.9928474244273223, 0.00666565001658026)   (rho_normalized calls: 735) 


Obj funtion: (0.9928474244162716, 0.006665650032490977)   (rho_normalized calls: 735) 


Obj funtion: (0.9928474244277526, 0.0066656500231681015)   (rho_normalized calls: 735) 


Obj funtion: (0.9928474244271706, 0.00666564996278074)   (rho_normalized calls: 735) 


Obj funtion: (0.9924318970822864, 0.007311453499285081)   (rho_normalized calls: 735) 


Obj funtion: (0.9924318969370595, 0.007311453234712162)   (rho_normalized calls: 735) 


Obj funtion: (0.9924318969470772, 0.007311453456533279)   (rho_normalized calls: 735) 


Obj funtion: (0.9924318971135189, 0.007311454212782897)   (rho_normalized calls: 735) 


Obj funtion: (0.9924318971104633, 0.007311454101780801)   (rho_normalized calls: 735) 


Obj funtion: (0.9924319020093465, 0.0073114529122634275)   (rho_normalized calls: 735) 


Obj funtion: (0.9924319082731129, 0.007311451322513984)   (rho_normalized calls: 735) 


Obj funtion: (0.9924318970814715, 0.007311453497197196)   (rho_normalized calls: 735) 


Obj funtion: (0.9924318970214195, 0.007311453491922526)   (rho_normalized calls: 735) 


Obj funtion: (0.9924318970626604, 0.007311453495960851)   (rho_normalized calls: 735) 


Obj funtion: (0.9924318971403426, 0.007311453523756173)   (rho_normalized calls: 735) 


Obj funtion: (0.9924318969158562, 0.0073114536391899465)   (rho_normalized calls: 735) 


Obj funtion: (0.9924318970909595, 0.007311453373976984)   (rho_normalized calls: 735) 


Obj funtion: (0.9924318971304754, 0.007311453522382605)   (rho_normalized calls: 735) 


Obj funtion: (0.992431897092933, 0.007311453484704189)   (rho_normalized calls: 735) 


Obj funtion: (0.9924318970682138, 0.0073114535213599785)   (rho_normalized calls: 735) 


Obj funtion: (0.9924318970601981, 0.0073114535314448)   (rho_normalized calls: 735) 


Obj funtion: (0.9924318970390035, 0.007311453657749656)   (rho_normalized calls: 735) 


Obj funtion: (0.9924318970689501, 0.007311453158992287)   (rho_normalized calls: 735) 


Obj funtion: (0.992431897086662, 0.007311453487695574)   (rho_normalized calls: 735) 


Obj funtion: (0.9924318970874383, 0.00731145349874307)   (rho_normalized calls: 735) 


Obj funtion: (0.9924318970820105, 0.007311453501363641)   (rho_normalized calls: 735) 


Obj funtion: (0.9924318970903323, 0.00731145349755713)   (rho_normalized calls: 735) 


Obj funtion: (0.9924318970723726, 0.007311453420019154)   (rho_normalized calls: 735) 


Obj funtion: (0.992431897112191, 0.007311453190340322)   (rho_normalized calls: 735) 


Obj funtion: (0.9924318970959506, 0.007311453475087659)   (rho_normalized calls: 735) 


Obj funtion: (0.9924318971149776, 0.007311453493082265)   (rho_normalized calls: 735) 


Obj funtion: (0.9924318970942995, 0.007311453493855313)   (rho_normalized calls: 735) 


Obj funtion: (0.9924318970821696, 0.007311453516064215)   (rho_normalized calls: 735) 


Obj funtion: (0.9924318970940295, 0.007311453503402343)   (rho_normalized calls: 735) 


Obj funtion: (0.9924318970933974, 0.007311453420824399)   (rho_normalized calls: 735) 


Obj funtion: (0.9916770606558208, 0.007541605898720228)   (rho_normalized calls: 861) 


Obj funtion: (0.9916770603150603, 0.007541603205250115)   (rho_normalized calls: 861) 


Obj funtion: (0.9916770605706294, 0.007541605332805978)   (rho_normalized calls: 861) 


Obj funtion: (0.9916770607535922, 0.007541601138952258)   (rho_normalized calls: 861) 


Obj funtion: (0.9916770608637445, 0.007541606004354651)   (rho_normalized calls: 861) 


Obj funtion: (0.9916770654995626, 0.007541605927787959)   (rho_normalized calls: 861) 


Obj funtion: (0.9916770718187263, 0.007541605971803858)   (rho_normalized calls: 861) 


Obj funtion: (0.991677060653378, 0.007541605875159339)   (rho_normalized calls: 861) 


Obj funtion: (0.9916770605924655, 0.007541605918069207)   (rho_normalized calls: 861) 


Obj funtion: (0.9916770606338203, 0.007541605933535969)   (rho_normalized calls: 861) 


Obj funtion: (0.9916770607136961, 0.00754160590208031)   (rho_normalized calls: 861) 


Obj funtion: (0.9916770604823186, 0.00754160589313123)   (rho_normalized calls: 861) 


Obj funtion: (0.9916770606610102, 0.007541605897543461)   (rho_normalized calls: 861) 


Obj funtion: (0.9916770606942078, 0.007541605698710244)   (rho_normalized calls: 861) 


Obj funtion: (0.9916770606641125, 0.007541605894966524)   (rho_normalized calls: 861) 


Obj funtion: (0.9916770606374715, 0.007541606131767202)   (rho_normalized calls: 861) 


Obj funtion: (0.9916770606295038, 0.00754160589367537)   (rho_normalized calls: 861) 


Obj funtion: (0.9916770606141617, 0.007541605889409693)   (rho_normalized calls: 861) 


Obj funtion: (0.9916770606434836, 0.007541605897057853)   (rho_normalized calls: 861) 


Obj funtion: (0.9916770606595541, 0.007541605896128555)   (rho_normalized calls: 861) 


Obj funtion: (0.9916770606602948, 0.007541605919198892)   (rho_normalized calls: 861) 


Obj funtion: (0.9916770606555751, 0.007541605892328407)   (rho_normalized calls: 861) 


Obj funtion: (0.9916770606640112, 0.007541605899109715)   (rho_normalized calls: 861) 


Obj funtion: (0.991677060646369, 0.00754160589991284)   (rho_normalized calls: 861) 


Obj funtion: (0.9916770606856858, 0.0075416058943998925)   (rho_normalized calls: 861) 


Obj funtion: (0.9916770606675785, 0.007541605874606989)   (rho_normalized calls: 861) 


Obj funtion: (0.9916770606892953, 0.00754160603683291)   (rho_normalized calls: 861) 


Obj funtion: (0.9916770606689218, 0.007541605879678186)   (rho_normalized calls: 861) 


Obj funtion: (0.9916770606551434, 0.007541605899885945)   (rho_normalized calls: 861) 


Obj funtion: (0.9916770606676657, 0.007541605898848431)   (rho_normalized calls: 861) 


Obj funtion: (0.991677060667267, 0.007541605896868966)   (rho_normalized calls: 861) 


Obj funtion: (0.9904405128308412, 0.008691921293953724)   (rho_normalized calls: 861) 


Obj funtion: (0.9904405124715879, 0.008691918096135082)   (rho_normalized calls: 861) 


Obj funtion: (0.9904405128923971, 0.008691920650575752)   (rho_normalized calls: 861) 


Obj funtion: (0.9904405128592945, 0.008691915975426887)   (rho_normalized calls: 861) 


Obj funtion: (0.9904405132731646, 0.00869192142121665)   (rho_normalized calls: 861) 


Obj funtion: (0.9904405175843063, 0.008691921323046393)   (rho_normalized calls: 861) 


Obj funtion: (0.9904405239466921, 0.008691921358919392)   (rho_normalized calls: 861) 


Obj funtion: (0.9904405128290714, 0.008691921265936983)   (rho_normalized calls: 861) 


Obj funtion: (0.9904405127691771, 0.008691921315461697)   (rho_normalized calls: 861) 


Obj funtion: (0.9904405128035786, 0.008691921332510788)   (rho_normalized calls: 861) 


Obj funtion: (0.9904405128883582, 0.00869192129755518)   (rho_normalized calls: 861) 


Obj funtion: (0.9904405126535435, 0.008691921289548585)   (rho_normalized calls: 861) 


Obj funtion: (0.9904405128347972, 0.00869192129305767)   (rho_normalized calls: 861) 


Obj funtion: (0.9904405128644951, 0.008691921055754465)   (rho_normalized calls: 861) 


Obj funtion: (0.9904405128622512, 0.008691921245465063)   (rho_normalized calls: 861) 


Obj funtion: (0.9904405128214441, 0.008691921559352386)   (rho_normalized calls: 861) 


Obj funtion: (0.9904405128037778, 0.008691921289691405)   (rho_normalized calls: 861) 


Obj funtion: (0.9904405127912126, 0.008691921284778008)   (rho_normalized calls: 861) 


Obj funtion: (0.9904405128197057, 0.008691921292299298)   (rho_normalized calls: 861) 


Obj funtion: (0.9904405128342161, 0.008691921290855002)   (rho_normalized calls: 861) 


Obj funtion: (0.9904405128344056, 0.008691921315488522)   (rho_normalized calls: 861) 


Obj funtion: (0.9904405128306729, 0.008691921286499864)   (rho_normalized calls: 861) 


Obj funtion: (0.9904405128392618, 0.008691921294417322)   (rho_normalized calls: 861) 


Obj funtion: (0.9904405128218767, 0.008691921295150437)   (rho_normalized calls: 861) 


Obj funtion: (0.9904405128606165, 0.008691921289621242)   (rho_normalized calls: 861) 


Obj funtion: (0.990440512841268, 0.008691921265169138)   (rho_normalized calls: 861) 


Obj funtion: (0.9904405128649211, 0.008691921445834822)   (rho_normalized calls: 861) 


Obj funtion: (0.9904405128450006, 0.008691921273997677)   (rho_normalized calls: 861) 


Obj funtion: (0.9904405128294521, 0.008691921295031095)   (rho_normalized calls: 861) 


Obj funtion: (0.990440512842915, 0.008691921294135332)   (rho_normalized calls: 861) 


Obj funtion: (0.9904405128425214, 0.008691921292100804)   (rho_normalized calls: 861) 


Obj funtion: (0.9873778716204625, 0.004559396208355326)   (rho_normalized calls: 819) 


Obj funtion: (0.9873778710959248, 0.004559396251753167)   (rho_normalized calls: 819) 


Obj funtion: (0.9873778718154788, 0.004559396224478651)   (rho_normalized calls: 819) 


Obj funtion: (0.9873778715776318, 0.0045593957535438046)   (rho_normalized calls: 819) 


Obj funtion: (0.9873778723216791, 0.004559396023081974)   (rho_normalized calls: 819) 


Obj funtion: (0.9873778762028604, 0.00455939664244609)   (rho_normalized calls: 819) 


Obj funtion: (0.9873778826028619, 0.0045593972741374555)   (rho_normalized calls: 819) 


Obj funtion: (0.9873778716155385, 0.004559396208597355)   (rho_normalized calls: 819) 


Obj funtion: (0.9873778715550562, 0.004559396212331368)   (rho_normalized calls: 819) 


Obj funtion: (0.9873778715882437, 0.004559396210047417)   (rho_normalized calls: 819) 


Obj funtion: (0.9873778716787268, 0.004559396208628108)   (rho_normalized calls: 819) 


Obj funtion: (0.9873778714433922, 0.004559396125355275)   (rho_normalized calls: 819) 


Obj funtion: (0.9873778716175597, 0.004559396241546443)   (rho_normalized calls: 819) 


Obj funtion: (0.9873778716404337, 0.004559396192282739)   (rho_normalized calls: 819) 


Obj funtion: (0.9873778716589534, 0.004559396210793487)   (rho_normalized calls: 819) 


Obj funtion: (0.9873778716110497, 0.004559396201447963)   (rho_normalized calls: 819) 


Obj funtion: (0.9873778715859916, 0.0045593961870106225)   (rho_normalized calls: 819) 


Obj funtion: (0.9873778715877625, 0.004559396100110691)   (rho_normalized calls: 819) 


Obj funtion: (0.9873778716131115, 0.004559396365478863)   (rho_normalized calls: 819) 


Obj funtion: (0.9873778716230143, 0.004559396213323463)   (rho_normalized calls: 819) 


Obj funtion: (0.9873778716225291, 0.004559396208805744)   (rho_normalized calls: 819) 


Obj funtion: (0.987377871620207, 0.0045593962073950944)   (rho_normalized calls: 819) 


Obj funtion: (0.9873778716292817, 0.004559396210047306)   (rho_normalized calls: 819) 


Obj funtion: (0.9873778716120798, 0.004559396262358462)   (rho_normalized calls: 819) 


Obj funtion: (0.9873778716499675, 0.004559396355250489)   (rho_normalized calls: 819) 


Obj funtion: (0.9873778716284974, 0.004559396218031031)   (rho_normalized calls: 819) 


Obj funtion: (0.9873778716563398, 0.004559396214332323)   (rho_normalized calls: 819) 


Obj funtion: (0.9873778716363911, 0.004559396209752764)   (rho_normalized calls: 819) 


Obj funtion: (0.9873778716181767, 0.004559396204019794)   (rho_normalized calls: 819) 


Obj funtion: (0.9873778716332885, 0.004559396204853461)   (rho_normalized calls: 819) 


Obj funtion: (0.9873778716330202, 0.004559396249033676)   (rho_normalized calls: 819) 


Obj funtion: (0.9788971876816274, 0.00240099253752446)   (rho_normalized calls: 819) 


Obj funtion: (0.9788971871322076, 0.002400992525851686)   (rho_normalized calls: 819) 


Obj funtion: (0.9788971881440324, 0.002400992539505653)   (rho_normalized calls: 819) 


Obj funtion: (0.9788971870266383, 0.002400992466587537)   (rho_normalized calls: 819) 


Obj funtion: (0.9788971869124788, 0.002400992553424075)   (rho_normalized calls: 819) 


Obj funtion: (0.9788971921350074, 0.002400992604538299)   (rho_normalized calls: 819) 


Obj funtion: (0.9788971983702169, 0.0024009926606570753)   (rho_normalized calls: 819) 


Obj funtion: (0.9788971876689905, 0.00240099253759285)   (rho_normalized calls: 819) 


Obj funtion: (0.9788971876157784, 0.002400992538246549)   (rho_normalized calls: 819) 


Obj funtion: (0.9788971876405443, 0.0024009925377492802)   (rho_normalized calls: 819) 


Obj funtion: (0.9788971877419279, 0.0024009925387907805)   (rho_normalized calls: 819) 


Obj funtion: (0.9788971875402172, 0.00240099252689574)   (rho_normalized calls: 819) 


Obj funtion: (0.978897187675756, 0.002400992540108282)   (rho_normalized calls: 819) 


Obj funtion: (0.978897187674543, 0.00240099253470083)   (rho_normalized calls: 819) 


Obj funtion: (0.9788971877546069, 0.002400992536746971)   (rho_normalized calls: 819) 


Obj funtion: (0.9788971876967507, 0.0024009925377220798)   (rho_normalized calls: 819) 


Obj funtion: (0.9788971876489899, 0.00240099253492132)   (rho_normalized calls: 819) 


Obj funtion: (0.9788971876587136, 0.0024009925219452555)   (rho_normalized calls: 819) 


Obj funtion: (0.9788971876819539, 0.0024009925529591136)   (rho_normalized calls: 819) 


Obj funtion: (0.9788971876835479, 0.0024009925380793495)   (rho_normalized calls: 819) 


Obj funtion: (0.978897187681215, 0.002400992537572977)   (rho_normalized calls: 819) 


Obj funtion: (0.9788971876814294, 0.002400992537380242)   (rho_normalized calls: 819) 


Obj funtion: (0.9788971876909648, 0.0024009925378092323)   (rho_normalized calls: 819) 


Obj funtion: (0.9788971876732161, 0.0024009925463577275)   (rho_normalized calls: 819) 


Obj funtion: (0.9788971877106469, 0.0024009925513900354)   (rho_normalized calls: 819) 


Obj funtion: (0.9788971876873538, 0.0024009925385125586)   (rho_normalized calls: 819) 


Obj funtion: (0.9788971877192599, 0.0024009925385326536)   (rho_normalized calls: 819) 


Obj funtion: (0.978897187697903, 0.002400992537679114)   (rho_normalized calls: 819) 


Obj funtion: (0.9788971876788386, 0.0024009925372222574)   (rho_normalized calls: 819) 


Obj funtion: (0.9788971876962985, 0.0024009925366952345)   (rho_normalized calls: 819) 


Obj funtion: (0.9788971876952531, 0.0024009925413110977)   (rho_normalized calls: 819) 


Obj funtion: (0.9625544007144136, 0.0025820229620894253)   (rho_normalized calls: 861) 


Obj funtion: (0.9625544001676635, 0.0025820229621343893)   (rho_normalized calls: 861) 


Obj funtion: (0.9625544008721627, 0.0025820229562905084)   (rho_normalized calls: 861) 


Obj funtion: (0.9625544007191462, 0.002582022939438544)   (rho_normalized calls: 861) 


Obj funtion: (0.9625544010548481, 0.0025820230587433324)   (rho_normalized calls: 861) 


Obj funtion: (0.9625544052591315, 0.0025820229588191523)   (rho_normalized calls: 861) 


Obj funtion: (0.962554410738008, 0.0025820230120112697)   (rho_normalized calls: 861) 


Obj funtion: (0.962554400675655, 0.002582022961355679)   (rho_normalized calls: 861) 


Obj funtion: (0.9625544006717456, 0.002582022961421293)   (rho_normalized calls: 861) 


Obj funtion: (0.9625544007000504, 0.0025820229620764357)   (rho_normalized calls: 861) 


Obj funtion: (0.962554400782251, 0.002582022957051344)   (rho_normalized calls: 861) 


Obj funtion: (0.9625544006935479, 0.0025820229688113816)   (rho_normalized calls: 861) 


Obj funtion: (0.9625544007004052, 0.002582022976264864)   (rho_normalized calls: 861) 


Obj funtion: (0.9625544006331933, 0.0025820229627034896)   (rho_normalized calls: 861) 


Obj funtion: (0.9625544006461786, 0.0025820229629210933)   (rho_normalized calls: 861) 


Obj funtion: (0.9625544006561118, 0.0025820229598020328)   (rho_normalized calls: 861) 


Obj funtion: (0.9625544006905915, 0.0025820229619917257)   (rho_normalized calls: 861) 


Obj funtion: (0.9625544006931025, 0.0025820229642523618)   (rho_normalized calls: 861) 


Obj funtion: (0.9625544007353447, 0.002582022949528473)   (rho_normalized calls: 861) 


Obj funtion: (0.9625544007158267, 0.00258202296151544)   (rho_normalized calls: 861) 


Obj funtion: (0.9625544007104339, 0.0025820229621603685)   (rho_normalized calls: 861) 


Obj funtion: (0.9625544007127349, 0.0025820229620944213)   (rho_normalized calls: 861) 


Obj funtion: (0.9625544007236916, 0.00258202296228216)   (rho_normalized calls: 861) 


Obj funtion: (0.9625544007031088, 0.00258202296133192)   (rho_normalized calls: 861) 


Obj funtion: (0.9625544007426781, 0.0025820229475440604)   (rho_normalized calls: 861) 


Obj funtion: (0.9625544007174958, 0.0025820229608546352)   (rho_normalized calls: 861) 


Obj funtion: (0.9625544007424122, 0.00258202296148502)   (rho_normalized calls: 861) 


Obj funtion: (0.9625544007313538, 0.0025820229619351043)   (rho_normalized calls: 861) 


Obj funtion: (0.9625544007140407, 0.002582022957980379)   (rho_normalized calls: 861) 


Obj funtion: (0.9625544007335289, 0.0025820229623283453)   (rho_normalized calls: 861) 


Obj funtion: (0.96255440073025, 0.002582022955804897)   (rho_normalized calls: 861) 


Obj funtion: (0.960058406346973, 0.003165811956122311)   (rho_normalized calls: 861) 


Obj funtion: (0.9600584063472584, 0.0031658119788515737)   (rho_normalized calls: 861) 


Obj funtion: (0.9600584065772261, 0.0031658119397228734)   (rho_normalized calls: 861) 


Obj funtion: (0.9600584060610515, 0.003165811938839136)   (rho_normalized calls: 861) 


Obj funtion: (0.9600584066446244, 0.003165812195701778)   (rho_normalized calls: 861) 


Obj funtion: (0.9600584109638014, 0.003165811916319039)   (rho_normalized calls: 861) 


Obj funtion: (0.9600584162319318, 0.0031658120533752943)   (rho_normalized calls: 861) 


Obj funtion: (0.9600584063047708, 0.003165811953877329)   (rho_normalized calls: 861) 


Obj funtion: (0.960058406313974, 0.003165811954272346)   (rho_normalized calls: 861) 


Obj funtion: (0.9600584063235476, 0.0031658119560564746)   (rho_normalized calls: 861) 


Obj funtion: (0.9600584064130119, 0.0031658119424750053)   (rho_normalized calls: 861) 


Obj funtion: (0.960058406359225, 0.003165811974356836)   (rho_normalized calls: 861) 


Obj funtion: (0.9600584063476245, 0.0031658119907284066)   (rho_normalized calls: 861) 


Obj funtion: (0.9600584062555646, 0.003165811958367404)   (rho_normalized calls: 861) 


Obj funtion: (0.9600584063213103, 0.0031658119588697797)   (rho_normalized calls: 861) 


Obj funtion: (0.960058406357525, 0.0031658119485538094)   (rho_normalized calls: 861) 


Obj funtion: (0.9600584063504548, 0.003165811956377884)   (rho_normalized calls: 861) 


Obj funtion: (0.9600584063159768, 0.003165811966133303)   (rho_normalized calls: 861) 


Obj funtion: (0.9600584063709857, 0.0031658119279901475)   (rho_normalized calls: 861) 


Obj funtion: (0.960058406349489, 0.003165811954526143)   (rho_normalized calls: 861) 


