Loaded guess DOFs from: out_less_gates_twist_windowed_test1/opt_dofs_2026-08-23_01-07-13.npy (195 values)
Loaded autox_tracks/Michigan-2026-autox_gates.csv: 52 gates

===== Windowed sweep (window=6, step=5) =====

Obj funtion: (1.1829048008515801, 0.00963887766495932)   (rho_normalized calls: 651) 


Obj funtion: (1.182904800587078, 0.009638877726899489)   (rho_normalized calls: 651) 


Obj funtion: (1.1829048011853216, 0.009638877663436799)   (rho_normalized calls: 651) 


Obj funtion: (1.1829048012541232, 0.009638877656298492)   (rho_normalized calls: 651) 


Obj funtion: (1.182904801030824, 0.009638877662632356)   (rho_normalized calls: 651) 


Obj funtion: (1.18290480167535, 0.009638877670092388)   (rho_normalized calls: 651) 


Obj funtion: (1.1829048015922583, 0.009638877651906706)   (rho_normalized calls: 651) 


Obj funtion: (1.1829048016026447, 0.009638877700757845)   (rho_normalized calls: 651) 


Obj funtion: (1.1829048015311112, 0.009638877655173506)   (rho_normalized calls: 651) 


Obj funtion: (1.1829048016073251, 0.00963887765290492)   (rho_normalized calls: 651) 


Obj funtion: (1.1829048015842298, 0.009638877652802389)   (rho_normalized calls: 651) 


Obj funtion: (1.1829048015796981, 0.00963887765308502)   (rho_normalized calls: 651) 


Obj funtion: (1.1829048015698147, 0.00963887765456014)   (rho_normalized calls: 651) 


Obj funtion: (1.1829048014982666, 0.009638877587957246)   (rho_normalized calls: 651) 


Obj funtion: (1.182904801616424, 0.009638877641916111)   (rho_normalized calls: 651) 


Obj funtion: (1.1829048015535268, 0.009638877653496797)   (rho_normalized calls: 651) 


Obj funtion: (1.1829048016341854, 0.009638877653521432)   (rho_normalized calls: 651) 


Obj funtion: (1.1829048015820518, 0.009638877651838698)   (rho_normalized calls: 651) 


