distance_m,x_m,y_m
216.5000,214.3182,3.2164
217.0000,214.8371,3.2147
217.5000,215.3853,3.2050
218.0000,215.9019,3.1866
218.5000,216.3863,3.1594
219.0000,216.8386,3.1232
219.5000,217.3213,3.0706
220.0000,217.8511,2.9928
220.5000,218.3347,2.9009
221.0000,218.7851,2.7975
221.5000,219.2583,2.6759
222.0000,219.7424,2.5422
222.5000,220.2193,2.4022
223.0000,220.6954,2.2551
223.5000,221.1742,2.1008
224.0000,221.6475,1.9436
224.5000,222.1188,1.7841
225.0000,222.5965,1.6214
225.5000,223.0694,1.4615
226.0000,223.5402,1.3055
226.5000,224.0233,1.1514
227.0000,224.5011,1.0074
227.5000,224.9780,0.8746
228.0000,225.4711,0.7516
228.5000,225.9573,0.6471
229.0000,226.4476,0.5615
229.5000,226.9491,0.4970
230.0000,227.4411,0.4588
230.5000,227.9447,0.4473
231.0000,228.4444,0.4649
231.5000,228.9358,0.5104
232.0000,229.4262,0.5837
232.5000,229.9182,0.6892
233.0000,230.3822,0.8188
233.5000,230.8563,0.9777
234.0000,231.3380,1.1613
234.5000,231.7854,1.3468
235.0000,232.2473,1.5490
235.5000,232.7170,1.7616
236.0000,233.1665,1.9685
236.5000,233.6222,2.1785
237.0000,234.0811,2.3876
237.5000,234.5463,2.5943
238.0000,235.0097,2.7921
238.5000,235.4677,2.9767
239.0000,235.9450,3.1543
239.5000,236.4274,3.3146
240.0000,236.8955,3.4476
240.5000,237.3888,3.5595
241.0000,237.8842,3.6387
241.5000,238.3670,3.6820
242.0000,238.8641,3.6940
242.5000,239.3640,3.6747
243.0000,239.8518,3.6223
243.5000,240.3393,3.5376
244.0000,240.8432,3.4198
244.5000,241.3104,3.2873
245.0000,241.7863,3.1339
245.5000,242.2724,2.9622
246.0000,242.7363,2.7878
246.5000,243.2029,2.6057
247.0000,243.6710,2.4194
247.5000,244.1426,2.2313
248.0000,244.6117,2.0472
248.5000,245.0743,1.8719
249.0000,245.5527,1.7009
249.5000,246.0349,1.5436
250.0000,246.5035,1.4097
250.5000,246.9963,1.2942
251.0000,247.4894,1.2092
251.5000,247.9737,1.1586
252.0000,248.4694,1.1394
252.5000,248.9711,1.1502
253.0000,249.4627,1.1929
253.5000,249.9537,1.2687
254.0000,250.4559,1.3793
254.5000,250.9247,1.5105
255.0000,251.4003,1.6681
255.5000,251.8799,1.8488
256.0000,252.3356,2.0375
256.5000,252.7937,2.2409
257.0000,253.2525,2.4554
257.5000,253.7041,2.6738
258.0000,254.1535,2.8954
258.5000,254.6001,3.1166
259.0000,255.0543,3.3394
259.5000,255.5071,3.5560
260.0000,255.9561,3.7622
260.5000,256.4169,3.9616
261.0000,256.8812,4.1476
261.5000,257.3475,4.3173
262.0000,257.8130,4.4693
262.5000,258.2884,4.6077
263.0000,258.7839,4.7333
263.5000,259.2434,4.8268
264.0000,259.7233,4.8995
264.5000,260.2396,4.9515
265.0000,260.7563,4.9800
265.5000,261.2259,4.9886
266.0000,261.7190,4.9827
266.5000,262.2340,4.9629
267.0000,262.7686,4.9298
267.5000,263.2519,4.8907
268.0000,263.7420,4.8434
268.5000,264.2408,4.7887
269.0000,264.7460,4.7275
269.5000,265.2552,4.6609
270.0000,265.7577,4.5912
270.5000,266.2584,4.5188
271.0000,266.7561,4.4445
271.5000,267.2485,4.3696
272.0000,267.7336,4.2951
272.5000,268.2473,4.2165
273.0000,268.7601,4.1392
273.5000,269.2574,4.0667
274.0000,269.7376,4.0000
274.5000,270.2099,3.9390
275.0000,270.7406,3.8779
275.5000,271.2452,3.8292
276.0000,271.7257,3.7937
276.5000,272.2000,3.7708
277.0000,272.7009,3.7611
277.5000,273.1945,3.7654
278.0000,273.6952,3.7820
278.5000,274.1566,3.8121
279.0000,274.6294,3.8612
279.5000,275.1324,3.9339
280.0000,275.6698,4.0330
280.5000,276.1241,4.1317
281.0000,276.5779,4.2419
281.5000,277.0540,4.3681
282.0000,277.5524,4.5098
282.5000,278.0726,4.6664
283.0000,278.5538,4.8176
283.5000,279.0022,4.9629
284.0000,279.4630,5.1159
284.5000,279.9357,5.2757
285.0000,280.4193,5.4417
285.5000,280.9131,5.6129
286.0000,281.4161,5.7885
286.5000,281.8742,5.9489
287.0000,282.3382,6.1113
287.5000,282.8073,6.2752
288.0000,283.2810,6.4397
288.5000,283.7583,6.6044
289.0000,284.2386,6.7684
289.5000,284.7211,6.9312
290.0000,285.2017,7.0909
290.5000,285.6817,7.2477
291.0000,286.1617,7.4016
291.5000,286.6412,7.5519
292.0000,287.1197,7.6983
292.5000,287.5964,7.8403
293.0000,288.0711,7.9776
293.5000,288.5514,8.1120
294.0000,289.0480,8.2461
294.5000,289.5409,8.3741
295.0000,290.0299,8.4959
295.5000,290.5148,8.6114
296.0000,290.9955,8.7208
296.5000,291.4721,8.8244
297.0000,291.9538,8.9242
297.5000,292.4510,9.0225
298.0000,292.9447,9.1159
298.5000,293.4357,9.2053
299.0000,293.9249,9.2919
299.5000,294.4134,9.3770
300.0000,294.9026,9.4620
300.5000,295.3895,9.5459
301.0000,295.8772,9.6280
301.5000,296.3676,9.7077
302.0000,296.8610,9.7841
302.5000,297.3579,9.8567
303.0000,297.8586,9.9247
303.5000,298.3613,9.9877
304.0000,298.8490,10.0435
304.5000,299.3404,10.0944
305.0000,299.8356,10.1402
305.5000,300.3345,10.1811
306.0000,300.8370,10.2170
306.5000,301.3429,10.2482
307.0000,301.8492,10.2747
307.5000,302.3426,10.2963
308.0000,302.8386,10.3142
308.5000,303.3370,10.3287
309.0000,303.8376,10.3403
309.5000,304.3400,10.3493
310.0000,304.8439,10.3561
310.5000,305.3491,10.3613
311.0000,305.8493,10.3652
311.5000,306.3498,10.3685
312.0000,306.8506,10.3715
312.5000,307.3513,10.3748
313.0000,307.8517,10.3789
313.5000,308.3513,10.3842
314.0000,308.8500,10.3913
314.5000,309.3537,10.4007
315.0000,309.8591,10.4129
315.5000,310.3624,10.4284
316.0000,310.8635,10.4475
316.5000,311.3620,10.4707
317.0000,311.8578,10.4983
317.5000,312.3505,10.5307
318.0000,312.8503,10.5689
318.5000,313.3561,10.6135
319.0000,313.8582,10.6640
319.5000,314.3564,10.7205
320.0000,314.8506,10.7830
320.5000,315.3410,10.8516
321.0000,315.8275,10.9260
321.5000,316.3218,11.0081
322.0000,316.8186,11.0969
322.5000,317.3118,11.1909
323.0000,317.8018,11.2896
323.5000,318.2890,11.3922
324.0000,318.7739,11.4978
324.5000,319.2573,11.6054
325.0000,319.7449,11.7157
325.5000,320.2314,11.8290
326.0000,320.7168,11.9466
326.5000,321.2009,12.0701
327.0000,321.6839,12.2004
327.5000,322.1655,12.3386
328.0000,322.6424,12.4843
328.5000,323.1139,12.6377
329.0000,323.5841,12.8004
329.5000,324.0527,12.9726
330.0000,324.5199,13.1546
330.5000,324.9855,13.3463
331.0000,325.4495,13.5476
331.5000,325.9016,13.7535
332.0000,326.3499,13.9670
332.5000,326.7963,14.1888
333.0000,327.2410,14.4183
333.5000,327.6837,14.6551
334.0000,328.1245,14.8985
334.5000,328.5633,15.1480
335.0000,328.9957,15.4003
335.5000,329.4259,15.6570
336.0000,329.8539,15.9176
336.5000,330.2797,16.1814
337.0000,330.7032,16.4474
337.5000,331.1244,16.7151
338.0000,331.5441,16.9841
338.5000,331.9719,17.2601
339.0000,332.3972,17.5353
339.5000,332.8198,17.8090
340.0000,333.2397,18.0804
340.5000,333.6569,18.3488
341.0000,334.0713,18.6136
341.5000,334.4926,18.8803
342.0000,334.9286,19.1528
342.5000,335.3614,19.4194
343.0000,335.7909,19.6794
343.5000,336.2172,19.9326
344.0000,336.6402,20.1787
344.5000,337.0619,20.4188
345.0000,337.5122,20.6693
345.5000,337.9589,20.9119
346.0000,338.4020,21.1470
346.5000,338.8415,21.3756
347.0000,339.2775,21.5987
347.5000,339.7145,21.8198
348.0000,340.1623,22.0456
348.5000,340.6077,22.2705
349.0000,341.0517,22.4961
349.5000,341.4958,22.7235
350.0000,341.9406,22.9534
350.5000,342.3799,23.1826
351.0000,342.8174,23.4127
351.5000,343.2572,23.6458
352.0000,343.6995,23.8814
352.5000,344.1444,24.1191
353.0000,344.5917,24.3582
353.5000,345.0332,24.5934
354.0000,345.4759,24.8277
354.5000,345.9200,25.0605
355.0000,346.3652,25.2905
355.5000,346.8108,25.5165
356.0000,347.2580,25.7379
356.5000,347.7224,25.9611
357.0000,348.1851,26.1754
357.5000,348.6454,26.3792
358.0000,349.1023,26.5708
358.5000,349.5549,26.7487
359.0000,350.0313,26.9214
359.5000,350.5296,27.0841
360.0000,351.0190,27.2235
360.5000,351.4985,27.3380
361.0000,351.9671,27.4262
361.5000,352.4677,27.4913
362.0000,352.9875,27.5232
362.5000,353.4888,27.5152
363.0000,353.9709,27.4675
363.5000,354.4506,27.3772
364.0000,354.9401,27.2377
364.5000,355.4073,27.0580
365.0000,355.8541,26.8443
365.5000,356.2920,26.5999
366.0000,356.7223,26.3350
366.5000,357.1387,26.0589
367.0000,357.5392,25.7721
367.5000,357.9430,25.4589
368.0000,358.3283,25.1339
368.5000,358.6917,24.8001
369.0000,359.0451,24.4459
369.5000,359.3880,24.0694
370.0000,359.7042,23.6879
370.5000,360.0016,23.2934
371.0000,360.2901,22.8706
371.5000,360.5493,22.4491
372.0000,360.7898,22.0145
372.5000,361.0154,21.5586
373.0000,361.2125,21.1112
373.5000,361.3963,20.6391
374.0000,361.5568,20.1677
374.5000,361.6959,19.6940
375.0000,361.8159,19.2082
375.5000,361.9127,18.7223
376.0000,361.9869,18.2283
376.5000,362.0409,17.7289
377.0000,362.0837,17.2027
377.5000,362.1138,16.7291
378.0000,362.1384,16.2060
378.5000,362.1481,15.7236
379.0000,362.1330,15.2436
379.5000,362.0865,14.7370
380.0000,362.0292,14.2801
380.5000,361.9562,13.7557
381.0000,361.8890,13.2918
381.5000,361.8125,12.7722
382.0000,361.7387,12.2736
382.5000,361.6658,11.7819
383.0000,361.5909,11.2770
383.5000,361.5187,10.7939
384.0000,361.4459,10.3103
384.5000,361.3698,9.8061
385.0000,361.2939,9.3021
385.5000,361.2227,8.8259
386.0000,361.1500,8.3326
386.5000,361.0766,7.8229
387.0000,361.0064,7.3222
387.5000,360.9407,6.8377
388.0000,360.8763,6.3427
388.5000,360.8137,5.8383
389.0000,360.7541,5.3307
389.5000,360.7000,4.8391
390.0000,360.6492,4.3428
390.5000,360.6021,3.8428
391.0000,360.5591,3.3404
391.5000,360.5208,2.8389
392.0000,360.4871,2.3383
392.5000,360.4583,1.8384
393.0000,360.4342,1.3398
393.5000,360.4149,0.8423
394.0000,360.3998,0.3378
394.5000,360.3891,-0.1639
395.0000,360.3822,-0.6626
395.5000,360.3783,-1.1587
396.0000,360.3765,-1.6565
396.5000,360.3757,-2.1551
397.0000,360.3744,-2.6538
397.5000,360.3710,-3.1543
398.0000,360.3635,-3.6543
398.5000,360.3503,-4.1462
399.0000,360.3299,-4.6427
399.5000,360.3011,-5.1441
400.0000,360.2628,-5.6506
400.5000,360.2160,-6.1447
401.0000,360.1602,-6.6353
401.5000,360.0944,-7.1301
402.0000,360.0183,-7.6288
402.5000,359.9320,-8.1310
403.0000,359.8392,-8.6174
403.5000,359.7376,-9.1039
404.0000,359.6271,-9.5919
404.5000,359.5080,-10.0808
405.0000,359.3807,-10.5701
405.5000,359.2476,-11.0521
406.0000,359.1077,-11.5325
406.5000,358.9612,-12.0113
407.0000,358.8087,-12.4880
407.5000,358.6508,-12.9621
408.0000,358.4859,-13.4387
408.5000,358.3162,-13.9128
409.0000,358.1425,-14.3827
409.5000,357.9654,-14.8480
410.0000,357.7854,-15.3086
410.5000,357.5975,-15.7779
411.0000,357.4063,-16.2446
411.5000,357.2133,-16.7061
412.0000,357.0189,-17.1626
412.5000,356.8231,-17.6147
413.0000,356.6207,-18.0749
413.5000,356.4171,-18.5318
414.0000,356.2120,-18.9864
414.5000,356.0051,-19.4402
415.0000,355.7954,-19.8939
415.5000,355.5812,-20.3465
416.0000,355.3615,-20.7963
416.5000,355.1355,-21.2423
417.0000,354.9025,-21.6839
417.5000,354.6612,-22.1226
418.0000,354.4119,-22.5574
418.5000,354.1557,-22.9871
419.0000,353.8930,-23.4118
419.5000,353.6245,-23.8319
420.0000,353.3493,-24.2510
420.5000,353.0701,-24.6666
421.0000,352.7882,-25.0794
421.5000,352.5050,-25.4904
422.0000,352.2210,-25.9014
422.5000,351.9370,-26.3144
423.0000,351.6559,-26.7282
423.5000,351.3790,-27.1440
424.0000,351.1077,-27.5627
424.5000,350.8427,-27.9863
425.0000,350.5856,-28.4148
425.5000,350.3376,-28.8489
426.0000,350.0997,-29.2891
426.5000,349.8731,-29.7349
427.0000,349.6595,-30.1836
427.5000,349.4570,-30.6394
428.0000,349.2655,-31.1022
428.5000,349.0846,-31.5720
429.0000,348.9156,-32.0423
429.5000,348.7565,-32.5141
430.0000,348.6044,-32.9905
430.5000,348.4575,-33.4702
431.0000,348.3137,-33.9518
431.5000,348.1741,-34.4280
432.0000,348.0398,-34.9061
432.5000,347.9135,-35.3891
433.0000,347.7976,-35.8783
433.5000,347.6942,-36.3732
434.0000,347.6075,-36.8550
434.5000,347.5339,-37.3443
435.0000,347.4736,-37.8411
435.5000,347.4268,-38.3454
436.0000,347.3932,-38.8554
436.5000,347.3729,-39.3460
437.0000,347.3633,-39.8420
437.5000,347.3635,-40.3425
438.0000,347.3726,-40.8468
438.5000,347.3895,-41.3539
439.0000,347.4124,-41.8557
439.5000,347.4403,-42.3561
440.0000,347.4720,-42.8566
440.5000,347.5061,-43.3560
441.0000,347.5413,-43.8536
441.5000,347.5767,-44.3551
442.0000,347.6112,-44.8644
442.5000,347.6427,-45.3688
443.0000,347.6697,-45.8673
443.5000,347.6911,-46.3593
444.0000,347.7060,-46.8504
444.5000,347.7131,-47.3672
445.0000,347.7102,-47.8744
445.5000,347.6967,-48.3717
446.0000,347.6722,-48.8593
446.5000,347.6356,-49.3510
447.0000,347.5851,-49.8573
447.5000,347.5234,-50.3545
448.0000,347.4522,-50.8445
448.5000,347.3741,-51.3295
449.0000,347.2910,-51.8182
449.5000,347.2030,-52.3073
450.0000,347.1071,-52.7977
450.5000,347.0004,-53.2900
451.0000,346.8838,-53.7725
451.5000,346.7562,-54.2469
452.0000,346.6139,-54.7241
452.5000,346.4560,-55.2041
453.0000,346.2819,-55.6867
453.5000,346.1037,-56.1417
454.0000,345.9118,-56.5964
454.5000,345.7057,-57.0524
455.0000,345.4858,-57.5092
455.5000,345.2528,-57.9660
456.0000,345.0198,-58.3994
456.5000,344.7760,-58.8321
457.0000,344.5222,-59.2636
457.5000,344.2591,-59.6934
458.0000,343.9875,-60.1209
458.5000,343.7124,-60.5399
459.0000,343.4317,-60.9546
459.5000,343.1455,-61.3658
460.0000,342.8547,-61.7732
460.5000,342.5603,-62.1763
