gate_index,x1_m,y1_m,z1_m,x2_m,y2_m,z2_m
1,5.55111512312578E-16,2.25,0,5.55111512312578E-16,-2.25,0
2,1.6254075023521,-3.14984784863439,0,3.0072113786693,2.25,0
3,9.35361971221975,3.19656048491607,0,7.97554247407736,-3.14984784863439,0
4,14.7208679028796,-3.14984784863439,0,14.4670115695375,4.46584215162616,0
5,26.7408643999413,-0.271809347675369,0,27.0406471246944,5.80949735446047,0
6,29.3960828191837,7.35123708176251,0,35.6486939354642,1.31275648316284,0
7,34.4923891399877,10.3490643292943,0,39.2403182015845,5.76373557802612,0
8,39.2403182015845,13.4325437838983,0,42.7150010189319,6.88014994286467,0
9,44.5136973674509,16.8158059632556,0,46.9547852690125,7.86515032419653,0
10,60.9183546810732,13.4325437838983,0,60.9183546810732,16.8158059632556,0
11,73.9626068879059,10.3490643292943,0,73.9626068879059,6.20145171657393,0
12,83.996647047008,11.4275142994396,0,83.996647047008,16.1518748743501,0
13,95.5719479516513,9.92888943631888,0,96.8240838582176,14.8520601598634,0
14,111.223531674283,7.35123708176248,0,110.818639576732,2.25,0
15,122.973555151425,6.20145171657393,0,122.973555151425,1.83694372519665,0
16,137.420296003078,3.47608704028909,0,137.420296003078,10.3490643292943,0
17,145.4567403036,5.76373557802613,0,145.956376682728,10.3490643292943,0
18,153.066278901013,10.3490643292943,0,153.066278901013,5.76373557802613,0
19,183.103354760329,8.50111327736692,0,183.103354760329,4.01690758187717,0
20,190.348669025689,3.47608704028909,0,190.348669025689,7.86515032419653,0
21,199.052267808931,6.57423533091413,0,199.052267808931,-0.550619952121345,0
22,219.180692963823,0.932538133291835,0,219.180692963823,7.35123708176251,0
23,229.201080543373,1.83694372519665,0,229.201080543373,-1.85567806453925,0
24,238.981408970857,2.25,0,238.981408970857,7.35123708176251,0
25,248.330458010561,2.628214699166,0,248.330458010561,-1.06688563557415,0
26,258.744537764429,4.46584215162616,0,258.744537764429,8.50111327736692,0
