gate_index,x1_m,y1_m,z1_m,x2_m,y2_m,z2_m
112,-317.897405868681,-140.24372508252,0,-313.828605107486,-141.731557487821,0
113,-318.323347107757,-123.287155345675,0,-314.654847234181,-124.74290926376,0
114,-312.325640965244,-109.879661760105,0,-308.307760151327,-111.117052590478,0
115,-308.962849414466,-99.5583664808768,0,-313.271881011999,-99.5583664808768,0
116,-304.168286763525,-89.7041396451243,0,-307.578040935701,-88.9859166382357,0
117,-303.310271768106,-70.5204602865357,0,-300.733302917648,-71.4600521462204,0
118,-295.607314664748,-46.4193906634511,0,-297.934173481225,-45.5432428703945,0
119,-298.398853703867,-35.7849581949127,0,-295.780777327518,-36.6689839843292,0
120,-294.890543615329,-25.8614200875954,0,-290.927241898553,-26.355830998217,0
121,-302.000834070306,-8.05996557448752,0,-297.048140604631,-5.78970287487058,0
122,-302.000834070306,9.20332516851217,0,-299.49824766481,1.83694372519665,0
123,-285.842534488151,4.46584215162616,0,-288.61904503174,-2.79768278251733,0
124,-268.151214890897,-12.6844419684656,0,-264.656766409992,-4.11961726036482,0
125,-252.467153787319,-13.9931231046568,0,-253.645274906535,-17.632111852378,0
126,-225.292644480264,-23.7161204536048,0,-222.928940432125,-19.4677831372814,0
127,-197.278614166165,-37.8361030994584,0,-199.249661209222,-41.1200464720949,0
128,-170.426564971467,-53.0247663436203,0,-177.432591582694,-58.7118099497992,0
129,-149.679924934872,-81.1281077290579,0,-154.821454353308,-83.2072086149675,0
130,-132.826984502905,-89.7041396451243,0,-132.826984502905,-93.5706465117694,0
131,-103.346857857622,-82.0644655947205,0,-105.556582632312,-79.3701671457383,0
132,-90.4214436157516,-74.9446482156126,0,-92.2889497126703,-73.2825949739951,0
133,-86.3128593591162,-63.3886843415366,0,-89.3637711230479,-60.6734172827042,0
134,-78.4535538773765,-55.3004771193059,0,-73.6368333511979,-58.4126291339533,0
135,-73.2126182612292,-44.6478205863806,0,-75.4999255235316,-43.144469442206,0
136,-64.9668392545101,-36.7411338981765,0,-58.7285535624311,-39.6797526993631,0
137,-59.6818542929241,-26.355830998217,0,-62.6005984879688,-24.4765574473331,0
138,-51.4630701510069,-18.5051474298278,0,-48.3003036365184,-20.5415381037313,0
139,-46.3307403493379,-4.95510042864161,0,-50.1210806748823,-1.85567806453925,0
140,-28.0053848933962,3.47608704028909,0,-28.7870224417028,8.25005941586338,0
141,-18.524330146576,10.0911779866697,0,-18.524330146576,-2.25,0
